Title,Company,Location,Rating,Date,Salary,Description,Links,Descriptions
Data Forensics Scientist,"CAVEON, LLC",Remote,NaN,PostedPosted 29 days ago,"$50,000 - $80,000 a year","Strong statistical, mathematical, and data analysis skills including linear algebra, calculus, probability, linear models, combinatorics, psychometrics, and…",https://www.indeed.com/rc/clk?jk=2f1bb3237e69ca3b&fccid=3af6af647fba439a&vjs=3,"The Caveon data forensics team analyzes millions of test sessions a year for a variety of clients, including medical boards, tech companies, state departments of education, and others. Processing a variety of data using an automated, proprietary system provides a unique set of challenges, as does providing customized analysis solutions for every client. We are a small team, but consistently achieve big goals. We are constantly striving to improve our capabilities and better support our clients. If you have a growth mindset and you enjoy developing creative solutions, you may be a great fit for our team!
Knowledge / Skills / Ability:
Strong statistical, mathematical, and data analysis skills including linear algebra, calculus, probability, linear models, combinatorics, psychometrics, and data visualization
Experienced in research design, conducting research projects, and technical writing
Good at communicating statistical methods and findings to a variety of remote and in-person audiences
Curious and highly motivated to identify, investigate, and understand data anomalies
Microsoft Excel, Word, PowerPoint, and Outlook skills required
Meticulous attention to detail and documentation
Ability to work collaboratively as a team player and independently
Programming skills required; Python or C preferred

General Summary of Responsibility:
The primary functions of a Data Forensics Scientist are to interpret data forensics results, prioritize results in terms of risk to test security, and communicate statistical information to clients verbally and through written summary reports.
Secondary functions include assisting in conducting research on statistical methods to detect potential test fraud and documenting statistical methods and analysis procedures.
Preferred Education and Experience:
Masters in Statistics, Mathematics, or other quantitative field required"
Senior Data Scientist (CBP Clearance),73rd Solution,Remote,NaN,PostedPosted 4 days ago,NaN,"Within three - six months of joining the project, data scientists will be expected to:
Successful applicants will serve as recognized subject matter experts in…",https://www.indeed.com/company/73rd-Solution/jobs/Senior-Data-Scientist-7dbb6b50d822ea71?fccid=04ed4763611b787c&vjs=3,"Overview
Each day U.S. Customs and Border Protection (CBP) oversees the massive flow of people, capital, and products that enter and depart the United States via air, land, sea, and cyberspace. The volume and complexity of both physical and virtual border crossings require the application of solutions to promote efficient trade and travel. Further, effective solutions help CBP ensure the movement of people, capital, and products is legal, safe, and secure.
In response to this challenge, ManTech, as a trusted mission partner of CBP, seeks capable, qualified, and versatile data scientists to help lead the development and delivery of high-quality predictive modelling solutions. Successful applicants will serve as recognized subject matter experts in the application of quantitative methods, machine learning algorithms, and predictive models to address complex national and homeland security challenges. They will help our team to leverage large structured and unstructured datasets to develop and operationalize models, tools, and applications that drive optimized decision making. Project tasks include data collection, mining, data and text analytics, clustering analysis, pattern recognition and extraction, automated classification and categorization, and entity resolution to implement and enhance automated risk assessment. The products we develop provide actionable insight with real and immediate impact on the safety and security of the United States, its citizens, visitors, and economy.
The strongest applicants will offer multiple years of experience in highly dynamic, threat/risk driven operating environments. They will also have a proven track record of delivering production ready decision support tools and applications employed in the field and by mission-support entities. Further, highly competitive applicants will have a demonstrated capacity to: work closely and collaboratively with mission stakeholders; respond to emergent, mission-driven changes in priorities and expected outcomes; and, apply new and emerging tools and techniques. Within three - six months of joining the project, data scientists will be expected to:
Perform hands-on data and threat/intel analysis leading to development of analytics solutions (e.g. predictive models, visual analytics reports), to support CBP users conduct law enforcement mission critical activities.
Collaborate with mission stakeholders to define, frame, and scope mission challenges where big data interventions may offer important mitigations to project schedules and outcomes.
Demonstrate proficiency in extracting, cleaning, and transforming CBP transactional and associated data sets within an identified problem space to build predictive models as well as develop appropriate supporting documentation.
Leverage knowledge of a variety of statistical and machine learning techniques to develop, evaluate, and deploy new predictive analytical models that directly inform mission decisions.
Utilize and explore variety of statistical/modeling tools and languages to compare and assess best performing Machine Learning results.
Job Type: Contract
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
Data Scientist: 8 years (Required)
Security clearance:
Confidential (Required)
Work Location: Remote"
Sr. Data Scientist II (Remote),CrowdStrike,Remote,3.3,PostedPosted 14 days ago,"$135,000 - $220,000 a year","Extensive post/undergraduate experience in data science, machine learning, or any field employing computational science or data driven analyses.",https://www.indeed.com/rc/clk?jk=bb59f3ac61fe6d59&fccid=64e4cdd7435d8c42&vjs=3,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight.
About the Role:
CrowdStrike’s CTO Labs team is expanding - we are at the exciting intersection of Artificial Intelligence, Big Data, and Security and are looking to add a Senior Data Scientist specializing in artificial intelligence and machine learning to our growing team. You will have the opportunity to apply your coding, mathematical and scientific research skills to solve cutting problems from a wide array of areas such as: Active Directory Threat Detection, Cloud Security, and AI for Go-to-Market. We are a diverse and multidisciplinary team, and you’ll have the chance to broaden your horizons by working jointly with a team of Artificial Intelligence, Big Data, and Security domain experts on hard and impactful problems.
What You’ll Need:
Graduate degree in a STEM field, such as Computer Science or Statistics.
Extensive post/undergraduate experience in data science, machine learning, or any field employing computational science or data driven analyses
Have excellent communication and presentation skills
Extensive programming experience in Python and the Python ecosystem
Extensive experience working with cloud computing platforms such as AWS
At least 4 years experience working on real world machine learning models and pipelines
Example Projects:
Create models to detect and stop the most sophisticated active directory threats
Analyze cloud logs to identify user behavior that may pose risk
Design algorithms for vulnerability patch prioritization
Design algorithms to mitigate customer churn and identify upsell opportunities
Work closely with domain experts to improve our raw data and to derive more value from data collected
Hone your ability to balance detail-oriented research with goal-oriented business objectives
Implement and experiment with new algorithms and methodologies to help improve our artificial intelligence and machine learning models
Automate and visualize analyses, results and processes in our artificial intelligence and machine learning pipeline
You are:
Versed in utilizing Artificial Intelligence and Machine Learning techniques and familiar with the standard algorithms, their trade-offs, their usage, and how to tune them
Have experience working on very large data sets of sparse high dimensional data and experience in pre-processing and analyzing such data to gain actionable insights
Passionate about cybersecurity, with a firm understanding of the problem space or passionate about applying your artificial intelligence and machine learning skillset to new domain areas such as cybersecurity
Have excellent communication and presentation skills to partner with, and communicate about your work with both technical and non-technical stakeholders
An independent self-starter who likes to take ownership and independently seeks out new challenges
Thirsty for knowledge and do not hesitate to step outside of your comfort zone to learn new technologies, algorithms and concepts
Comfortable to dive into a Python codebase, including experience with unit testing and the python packaging ecosystem
Comfortable and experienced working in a Linux environment in the AWS cloud
Analytically minded: never afraid to drill down into a data-set, or debug-deeper into an unfamiliar codebase
#LI-RC1
#LI-GV1
#LI-MV1
#LI-Remote
Benefits of Working at CrowdStrike:
Remote-first culture
Market leader in compensation and equity awards
Competitive vacation and flexible working arrangements
Comprehensive and inclusive health benefits
Physical and mental wellness programs
Paid parental leave, including adoption
A variety of professional development and mentorship opportunities
Offices with stocked kitchens when you need to fuel innovation and collaboration
We are committed to fostering a culture of belonging where everyone feels seen, heard, valued for who they are and empowered to succeed. Our approach to cultivating a diverse, equitable, and inclusive culture is rooted in listening, learning and collective action. By embracing the diversity of our people, we achieve our best work and fuel innovation - generating the best possible outcomes for our customers and the communities they serve.
CrowdStrike is committed to maintaining an environment of Equal Opportunity and Affirmative Action. If you need reasonable accommodation to access the information provided on this website, please contact
Recruiting@crowdstrike.com
, for further assistance.
CrowdStrike, Inc. is committed to fair and equitable compensation practices. The salary range for this position in the U.S. is $135,000 - $220,000 per year + bonus + equity + benefits. A candidate’s salary is determined by various factors including, but not limited to, relevant work experience, skills, certifications and location.
CrowdStrike participates in the E-Verify program.
Notice of E-Verify Participation
Right to Work"
ML Engineer - Entry Level,Data Ninjas Inc.,Remote,NaN,EmployerActive 1 day ago,$50 - $55 an hour,"Work directly with data scientists build pipelines required for machine learning models.
Work directly with other team members to support end to end lifecycle -…",https://www.indeed.com/company/Data-Ninjas-Inc./jobs/Ml-Engineer-2613b660d13740d6?fccid=353cb9549be6d366&vjs=3,"ML Engineer - Entry Level
OPT/CPT preferred
Responsibilities:
Design, build, productionize, optimize, operate, and maintain Machine Learning systems.
Work with Cloud Operations to engineer Machine Learning Model Deployment Pipelines.
Work directly with data scientists build pipelines required for machine learning models
Work directly with other team members to support end to end lifecycle - From providing training data sets to deploying in production.
Automate and execute all levels of testing (unit, integration, and regression).
Qualifications:
Understanding of training and deploying models using Docker and Kubernetes
1+ year of experience in scripting language such as python
1+ Experience with CI/CD practices, DevOps, and MLOps principles
Experience with functional and system integration testing
Proficiency in SQL
Experience working with Agile methodologies and frameworks
Job Type: Contract
Pay: $50.00 - $55.00 per hour
Schedule:
8 hour shift
Work Location: Remote"
Azure Data Engineer (Remote),Cognizant,"Remote in Dallas, TX 75254+8 locations",3.9,PostedToday,"$94,000 - $130,000 a year","This position is also eligible for Cognizant’s discretionary annual incentive program, based on performance and subject to the terms of Cognizant’s applicable…",https://www.indeed.com/rc/clk?jk=d5e3b96a8c1c776d&fccid=2df6a1e69a70a1e7&vjs=3,"We are Cognizant Artificial Intelligence
Digital technologies, including analytics and AI, give companies a once-in-a-generation opportunity to perform orders of magnitude better than ever before. But clients need new business models built from analyzing customers and business operations at every angle to really understand them.
With the power to apply artificial intelligence and data science to business decisions via enterprise data management solutions, we help leading companies prototype, refine, validate, and scale the most desirable products and delivery models to enterprise scale within weeks
*You must be legally authorized to work in the United States/Canada without the need for employer sponsorship, now or at any time in the future *
Job Title: Azure Data Engineer

5+ years of experience in the Hadoop ecosystem (Ex: Hive, Spark, Kafka, HBase)
3 to 5 years of hands-on experience in architecting, designing, and implementing data ingestion pipes for batch, real-time, and streams on the Azure cloud platform at scale
1 to 3 years of experience in using ETL tools like Infoworks/ Nifi/ or similar tools, especially for a large volumes of data
2 to 4 years of hands-on experience on Databricks

Salary and Other Compensation:
The annual salary for this position is between $94,000.00 – $130,000.00 depending on experience and other qualifications of the successful candidate.
This position is also eligible for Cognizant’s discretionary annual incentive program, based on performance and subject to the terms of Cognizant’s applicable plans.
Benefits: Cognizant offers the following benefits for this position, subject to applicable eligibility requirements:

Medical/Dental/Vision/Life Insurance
Paid holidays plus Paid Time Off
401(k) plan and contributions
Long-term/Short-term Disability
Paid Parental Leave
Employee Stock Purchase Plan

Disclaimer: The salary, other compensation, and benefits information is accurate as of the date of this posting. Cognizant reserves the right to modify this information at any time, subject to applicable law.
#LI-EV1 #CB #Ind123
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Apr 03 2023
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.
Applicants may be required to attend interviews in person or by video conference. In addition, candidates may be required to present their current state or government issued ID during each interview.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information."
Senior Statistician,ThirdEye Data Inc.,Remote in California,NaN,PostedToday,$80 - $150 an hour,"Analyze numerical data related to lotteries to identify trends, patterns, and anomalies.
Perform data analysis and statistical tests to identify any patterns or…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGrEpC7CAITf4jDoI4bx1yqKPeVvoYOH0-8XnjdDlBMC83cF8NGuE-3wiCeF7q5olCcM528arkVmDNyxpAM0FDAKVTpaxcMVnlKHxt0UQcTv93NHAPyKvXZOEp343xUhlcOaFkpLyNhhTfa3L8clGlIRCklCb4LxYP3DgkP6B6MrJbkIkpVbPL9I6DlGda2VQ-cx7pSm0XIh-ASU1TiqLItJhespEoSpnzgotK5xKupUoDfsYpWeTqcbizYvATEv_SkZln3tYM8xNpuy0UDR-4XnSjvCDE323DH36KGTRt2l20wEkrafftF8uXpUg0ZreULnAvQByhXBPGmn4AV4isrefzZX4Dyirx5jmjc1XbChghdoeWG3izE1JQvcjrVh7NyAoTGfeqwbV_pgL-gOslgRAC7iIceHW0F_pLM72mTfMwj7wa4DTr9xWdELkl2ILYFNoXpBbV_G8RYwDQUYYGEYQvpdZvlosH1XGA4d0N01P_ulhYhJoZJAfFmQAguIck-KIi_7DTuOdm03QNJH_mh-KqqUsZrrQ=&xkcb=SoAz-_M3RnaxYIQgch0IbzkdCdPP&p=13&fvj=1&vjs=3,"Key Responsibilities:
Analyze numerical data related to lotteries to identify trends, patterns, and anomalies
Develop and implement statistical models and methods to ensure the integrity of lottery games
Perform data analysis and statistical tests to identify any patterns or anomalies in the data
Collaborate with other members of the team to develop new strategies to improve lottery game performance and fairness
Communicate statistical findings and recommendations to the management team and other stakeholders
Maintain up-to-date knowledge of statistical methods, software, and tools
Requirements:
Master's degree or Ph.D. in statistics or a related field
Minimum of 10 years of experience in statistical analysis, preferably in the gaming or lottery industry
Strong knowledge of statistical theory and methods, including regression analysis, probability theory, and hypothesis testing
Must have experience in statistical software such as SAS, R
Excellent problem-solving skills and attention to detail
Experience and knowledge of lottery data analysis are a huge plus
Ability to communicate complex statistical concepts to non-technical stakeholders
Job Type: Contract
Pay: $80.00 - $150.00 per hour
Benefits:
Flexible schedule
Application Question(s):
Your Current Work Authorization?
How much experience do you have with R (Programming Language)?
How much experience do you have with Lotteries Data?
Education:
Master's (Preferred)
Experience:
IT: 10 years (Preferred)
R: 5 years (Preferred)
Python: 3 years (Preferred)
Work Location: Remote"
Senior Data Scientist,"Big Fish Games, Inc.","Remote in Las Vegas, NV 89135",3.5,PostedPosted 30+ days ago,"$103,532 - $192,273 a year","Experience with data mining, machine learning, statistical modeling tools and underlying algorithms.
Develop a deep understanding of available data to drive ad…",https://www.indeed.com/rc/clk?jk=77885f3ead8c8d68&fccid=38fd7bd102c4d12e&vjs=3,"Job Posting Title
Senior Data Scientist
Pay Range
$103,532-$192,273
Why Big Fish Games?

Big Fish Games is the home of some of the biggest hit mobile casual games including EverMerge, Gummy Drop!, Cooking Craze, Fairway Solitaire, and many more.
We are curious and constantly seek improvement in all we do because that’s what our business demands
We operate with good intentions, confidence, and humility
We welcome diversity of background, thought, and experience
We listen actively and value each other
We foster a fun environment that inspires creativity
Overview
We are looking for an amazing Data Scientist to support the different Game Studios at BFG. You'll be responsible for supporting A/B test design and analysis, building machine learning models, and helping to support our day-to-day operations by building scalable data science solutions. Successful candidates for this role have strong SQL and statistics skills, are passionate about games, and are clear communicators.
What You'll Do
Engage with PMs, designers, CRM managers to identify analysis requirements
Develop a deep understanding of available data to drive ad-hoc analysis and answer questions
Perform statistical analysis, hypothesis testing on experimental data to validate and quantify trends or patterns identified by business
Evaluate performance of new features and content
Build machine learning models and work with engineering teams to productionalize model outputs.
Effectively write, present and communicate research results with recommendations.
What We're Looking For
Bachelor’s degree or equivalent work experience in Statistics or related discipline such as Mathematics, Economics, Computer Science, Engineering, etc.
Experience with SQL, R, Python
Experience with manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources including collecting, assembling data, cleansing, formatting, and validating results
Experience with data mining, machine learning, statistical modeling tools and underlying algorithms
Minimum 1-3 years in a data science function
Data visualization and dash-boarding building experience with Tableau, Looker, or similar tool
Benefits And Beyond

Employees constantly rate Big Fish Games highly for its leadership, flexibility, well-being, diversity and inclusion through quarterly surveys.
FLEX-Forward work environment: Customize the when, where, and how you work while delivering goals
Health & More: Medical, dental, vision, life, disability, Teladoc services, employee assistance program (EAP)
Work-Life: Wellness Friday (half-days), paid time off, parental leave, flexible work policy, studio holiday closure (Enjoy the week between Christmas and New Year!)
Wellbeing: Wellness fairs, weekly virtual workout classes, 24/7 access to mental health and wellbeing support, free therapy and counseling sessions for you and your family
Wealth Care: 401k matching, flexible spending account (FSA), employee discounts, employee stock purchase program
Learn & Grow: LinkedIn Learning subscription, mentorship program, career development, individual development plans, educational assistance on job-related professional development
Community & Fun: Company social events, employee impact groups, company swag, volunteer opportunities
About Big Fish

Building upon our 20-year legacy as a leader in the biggest gaming categories in the world, we are innovating and developing new products within the casual space to add to our extensive portfolio. Big Fish is dedicated to delivering amazing experiences for players to connect, compete and discover play, anywhere and on any device. This means games for broad global audiences in genres that are easy to learn, and difficult to master. Be a part of the team from the start.

Big Fish is part of Pixel United, the free-to-play, mobile-first video games business of Aristocrat Leisure Ltd (ASX: ALL)!

Big Fish Games is an equal opportunity employer. We bring unique talents together to build something special that’s why we welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, gender identity, disability or veteran status.
Location
Remote - USA (Job Posting)
Job family
Game Analytics
Contract Type
Regular
Time Type
Full time
Company
Big Fish Games"
Lead Data Scientist,OBMedia,Remote,4.0,PostedPosted 17 days ago,"$160,000 - $230,000 a year","Experience with a variety of statistical and machine learning methods.
Facility with extracting and manipulating large data sets in cloud environments.",https://www.indeed.com/rc/clk?jk=f59c35b0ef0531c0&fccid=616700522c49f565&vjs=3,"If you are motivated by a fast growing company where you can really make an impact, enjoy the fully-remote, small-company lifestyle, and are comfortable with the rewards and challenges of working with a diverse array of business, technical, and analytical problems, then we would love to work with you!

The Role
We are looking for a Lead Data Scientist to join our growing Data Science & Analysis team. Overseeing a team of three Data Analysts, the candidate would work with leadership, and other departments to pursue opportunities to further understanding, boost productivity, and deliver results.
Our team engages in a wide range of projects on large streams of online advertising behavioral data. Our work ranges from tactical observational analysis, to ambitious ML projects, ultimately supporting and contributing to OBMedia's ambitious growth strategies.
Reports to Chief Data Officer

Essential Functions & Responsibilities
Be the point of contact on major team projects and strategies
Collaborate with analysts and data engineering on algorithm / models / pipeline development
Make key contributions to understanding projects, defining metrics, and outputs
Interact and form cross-functional teams to deliver on major projects
Pursue opportunities to prototype, and demonstrate the potential of ideas
Effective communication with leadership, technologists and business teams
Skills & Background
3+ years leading projects, and managing teams
Experience with a variety of statistical and machine learning methods
History of delivering business integration of Data Science solutions
Facility with extracting and manipulating large data sets in cloud environments
Understanding of scalable Python/Spark/SQL code and backend API for web applications
A degree in a STEM related discipline
Prefer demonstrable contributions to open source projects and/or kaggle competitions
Benefits
100% Employer Paid Health, Dental and Vision coverage for Employees
401(k) at a 4% match
4 Weeks PTO
Performance based annual bonuses
Home office allowances
Work sponsored travel
About OBMedia
We are a small, profitable company that has been working remotely long before it became trendy. Growing from a startup in 2001 to one of the most trusted and established Ad Networks in the industry, we partner with some of the biggest names in tech to connect publishers, relevant advertisers and diverse audiences.
OBMedia is a subsidiary of the Enero Group, a publicly-held, international network of marketing and communications firms listed on the Australian Stock Exchange. This combination creates the opportunity to work autonomously in a startup-like environment, while enjoying the stability provided under the larger corporate umbrella.

The Team
We are a steadily growing and fully remote team of media buyers, analysts, engineers, and strategic thinkers that enjoy the autonomy and innovation of a startup environment. Located around the world, we are united in our passion to continually learn, grow, and build.
Internet advertising is a complex and fast paced marketplace and we compete in many areas of it while constantly exploring new opportunities. Doing so successfully requires a dedicated team, working together to find and take advantage of those opportunities. We’ve been doing this successfully since 2001, and we’re pretty good at it. We are looking for people who help us be better."
Data Scientist,Ntropy Network,"Remote in New York, NY",NaN,PostedPosted 30+ days ago,"$130,000 a year","Our end product is an API that makes financial transactions accessible to both humans and machine-learning models, in a scalable and privacy-preserving way.",https://www.indeed.com/rc/clk?jk=fe6e382847752143&fccid=f8ae0d540583c551&vjs=3,"Over the last few decades, technological innovation has relied on democratizing some of its key ingredients: knowledge (open publishing platforms), algorithms (code repositories) and computing (cloud providers). However, the last key component, data, largely remains trapped behind barriers of regulation, privacy, schema standards and competitive risk. Enabling scalable access to data will unlock enormous value for both individual developers and companies. This has only been made possible in the last few years, through advances in manifold learning algorithms and privacy-preserving computing. See our blog for more details.

One of the most valuable kinds of data today is in the financial sector. Financial data plays a key role across many industry verticals. However, it has notoriously been locked behind regulatory barriers and a lack of format standards. Our end product is an API that makes financial transactions accessible to both humans and machine-learning models, in a scalable and privacy-preserving way.

We
- come from various fields - engineering, mathematics, physics and arts.
- are allergic to over-engineering.
- are anarchists at heart and like to hack around the status quo.
love playing board and video games.
- are radically honest and appreciate challenging one another, rather than giving out “pats on the back”. Yet, we can always rely on each other for support, feedback and results.
- are willing to learn and adapt quickly to new situations and requirements. Languages, frameworks, libraries, compilers, etc. are just tools for a job. A new problem might need a new tool. If it doesn’t exist yet, we will build it.
- have a sense of humor (well, we think we do).

As an early member of our data science team, you will help
- push the limits of what can be done with data.
- build the team and drive the direction of the company.
- shape our product and culture.
- experience the direct impact of what you build on hundreds of millions of people’s financial lives.

The following are required
- the tools: Python, Pandas / Polars, Matplotlib, sklearn, etc.
SQL and fundamental database operations.
- recognized open-source contributions and/or top performance in data competitions (Kaggle, Numerai, etc.).
fluency in statistics and probability.

FAQ

Where is Ntropy located?

We are fully remote, with a virtual base in New York, US.

What time-zones do you work with?

We hire anywhere in GMT-7 to GMT+1.

Do you consider part-time work?

Not at the moment. Full-time roles only.

How are you funded?

We are backed by some of the top fintech investors in the world. Have raised single-digit millions of dollars so far. Can share more details over the call.

Do you already have a product and customers?

Yes. We have been in production since 1st April 2021 and have been rapidly growing since.

Do you plan to sell customer data?

Ntropy is on a mission to enable products without data barriers. We will never sell customer data and will always put privacy and customer benefit ahead of any auxiliary financial gains.

What is the interview process like?

1. Send us problems you have solved before and how. Please include as much detail as possible: code, algorithms, derivations, proofs, etc. We will then do a video call to kick things off and go through it (45 mins).

2. We will give you a take-home project related to whatever we are currently working on (3-4 hours). Alternatively, if you have a relevant project that you worked on previously that demonstrates your skills as an engineer, you are welcome to use that instead.

3. We will then do a deep-dive through the project over a call and discuss the implementation, improvements and bottlenecks.

Above all, we respect your time and commitment and will keep you up to speed on where we are at during the whole process.

What are your hiring plans?

We aim to be 30-40 people by the end of the year. Mostly engineering roles.

What is your current stack?

back-end - Python + Rust (where performance matters)
compute - AWS, GCP
ML - PyTorch, ONNX, Triton

Work / life balance?

We are a startup which requires you to put in a lot more work and soul than a regular job. We believe, however, that nothing easy is worth doing. We will expect a lot from you, and you should expect a lot from us.

What is the compensation?

$130k (adjusted for location) • 0.09%"
Senior Data Analyst,Acunor,Remote,NaN,EmployerActive 1 day ago,"$100,000 - $130,000 a year","Partner with data architects to build data models for efficient consumption of data.
They will be a hands-on contributor in the design and implementation of our…",https://www.indeed.com/company/Acunor-Infotech-LLC/jobs/Senior-Data-Analyst-7f9577d99e90404d?fccid=f521a2fde61a6b30&vjs=3,"Acunor is hiring Senior Data Analyst for one of its premier clients. This is a Fulltime and remote opportunity. Interested candidates are encouraged to apply with the most recent resume.
Job title: Senior Data Analyst
Location: Remote
Fulltime opportunity
Description:
Client is looking for a Senior Data Analyst with experience in translating business requirements into technical data specifications, manipulating large datasets and supporting various data initiatives across the enterprise. They will be a hands-on contributor in the design and implementation of our cloud data platform that powers advanced analytics workloads.
The Senior Data Analyst will work with business stakeholders from Analytics, Marketing, Media teams to understand the business meaning of data, provide analysis and requirements so that data design is fully understood, and the development initiatives are in line with intended design and standards.
Responsibilities:
Responsible for end-to-end data analysis to understand and define how data is collected, transformed, and published to users to support their business objectives.
Elicit, analyze, interpret business and data requirements to develop complete data product solutions, includes review data models (entity relationship diagrams, dimensional data models), ETL and business rules, data life cycle management, governance, lineage, metadata and reporting elements.
Manipulate large data sets using SQL to understand patterns in the data. Perform data profiling using various tools to understand the shape of the data to help inform data quality checks and/or curation rules that need to be developed.
Support the engineering and operations team in interpreting the data and remediating issues when required.
Engage with data owners, stewards to implement, maintain, enhance data governance, quality, security and privacy requirements, and related policies and standards.
Prepare technical specifications for data ingestion and transformation rules. Partner with data architects to build data models for efficient consumption of data.
Support the development of standards and best practices within the Data Analysis team, this includes documentation templates and agile development best practices.
Actively participate in all agile ceremonies including daily stand-ups, backlog grooming, sprint planning and retros.
Required Qualifications:
University or college degree in Computer Science, Mathematics, Engineering, Statistics, or related field of study.
5+ years of relevant experience gathering and documenting requirements as well as technical specifications for data solutions.
Advanced SQL scripting skills. Python knowledge is plus.
Solid understanding of AWS platform and tools associated with analytics and data (S3, Redshift, Glue)
Strong understanding of SDLC and agile methodologies such as Scrum and KanBan.
Resourceful and relentless: independently capable of seeking information, corralling resources, and delivering results in challenging situations
Collaboration and Teamwork: works with others to deliver results, meaningfully contributing to the team and prioritizing group needs over individual needs
Problem Solving: uses an organized and logical approach to find solutions to complex problems. Looks beyond the obvious to understand the root cause of problems
Open Communication: clearly conveys thoughts, both written and verbally, listening attentively and asking questions for clarification and understanding
A great teammate and self-starter, strong detail orientation is critical in this role.
Job Type: Full-time
Pay: $100,000.00 - $130,000.00 per year
Schedule:
8 hour shift
Work Location: Remote"
Data Scientist (Manufacturing),Sustainment,"Remote in Austin, TX+1 location",NaN,PostedPosted 7 days ago,NaN,"Ability to create prototype software and productize machine learning models utilizing typical data science technology stack.
Reports To: VP of Engineering.",https://www.indeed.com/rc/clk?jk=7a612cdf1e7afa0b&fccid=621bbc2c71682970&vjs=3,"Company Overview: Sustainment is a software platform that intelligently connects the fragmented ecosystem of small to mid-sized American suppliers, with their enterprise customers, to enable agile supply chain networks. Our software enables US-based manufacturers to find and engage with the critical suppliers they need to build secure, resilient, domestic supplier networks. Sustainment is a mission-driven business that is organized as a Public Benefit Corporation in support of American manufacturers.

We recently raised our Series A financing, led by Unless.
Position: Data Scientist
Title: Data Scientist
Reports To: VP of Engineering

Job Overview: The Data Scientist engaged in this position will research the potential to utilize AI, machine learning, statistical models, and other algorithms to modernize the procurement process in manufacturing. This individual must be a strong academic researcher as well as have practical computer programming skills. This individual must also possess strong contextual knowledge in the manufacturing process, particularly subtractive manufacturing.
Responsibilities:
Analyze, manipulate, or process large sets of data using statistical software
Apply feature selection algorithms to models predicting outcomes of interest
Clean and manipulate raw data using statistical software
Compare models using statistical performance metrics
Be part of the research and development team creating new innovations that power software tools
Utilize data to create insights and models to improve search and optimization algorithms
Keep abreast of Industry 4.0 and IIoT trends and look for opportunities for our platforms
Create ontologies to efficiently and effectively store manufacturing processes and parts existential information
Work with Subject Matter Experts to encode experience into algorithms and identify new opportunities for data science and AI
Qualifications:
Graduate degree with research experience requiring application of data science skills.
Knowledgeable on manufacturing processes and industrial engineering, particularly subtractive manufacturing.
Ability to review and contribute to academic research
Ability to apply AI, machine learning, statistics, operations research and/or computational algorithms in innovative ways to non-standard situations
Ability to create prototype software and productize machine learning models utilizing typical data science technology stack.
Familiarity with the procurement process in the supply chain is a bonus.
Sustainment offers a competitive benefits package including medical, dental, vision, paid time off, company holidays, and 401K matching.
Sustainment is proud to be an equal opportunity employer. We provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, veteran status, or any other protected class.
Applicants must be authorized to work for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time."
